,unit,date,beta_mkt,beta_oil_partial,partial_lo,partial_hi,beta_oil_total,total_lo,total_hi,nobs,variant
33,MARKET,2010-03-19,1.00000,,,,0.56051,0.41255,0.70848,101,Brent future (baseline)
34,MARKET,2010-03-26,1.00000,,,,0.55841,0.41009,0.70673,101,Brent future (baseline)
35,MARKET,2010-04-02,1.00000,,,,0.55601,0.40842,0.70361,101,Brent future (baseline)
36,MARKET,2010-04-09,1.00000,,,,0.55803,0.41030,0.70576,101,Brent future (baseline)
37,MARKET,2010-04-16,1.00000,,,,0.55670,0.40847,0.70493,101,Brent future (baseline)
38,MARKET,2010-04-23,1.00000,,,,0.55634,0.40798,0.70471,101,Brent future (baseline)
39,MARKET,2010-04-30,1.00000,,,,0.55728,0.41046,0.70411,101,Brent future (baseline)
40,MARKET,2010-05-07,1.00000,,,,0.57185,0.43009,0.71362,101,Brent future (baseline)
41,MARKET,2010-05-14,1.00000,,,,0.57069,0.42873,0.71265,101,Brent future (baseline)
42,MARKET,2010-05-21,1.00000,,,,0.57762,0.43783,0.71740,101,Brent future (baseline)
43,MARKET,2010-05-28,1.00000,,,,0.57808,0.43769,0.71847,101,Brent future (baseline)
44,MARKET,2010-06-04,1.00000,,,,0.58641,0.44722,0.72560,101,Brent future (baseline)
45,MARKET,2010-06-11,1.00000,,,,0.58644,0.44732,0.72556,101,Brent future (baseline)
46,MARKET,2010-06-18,1.00000,,,,0.58542,0.44678,0.72407,101,Brent future (baseline)
47,MARKET,2010-06-25,1.00000,,,,0.59136,0.45507,0.72764,101,Brent future (baseline)
48,MARKET,2010-07-02,1.00000,,,,0.59949,0.46685,0.73212,101,Brent future (baseline)
49,MARKET,2010-07-09,1.00000,,,,0.60390,0.47105,0.73674,101,Brent future (baseline)
50,MARKET,2010-07-16,1.00000,,,,0.61007,0.47607,0.74407,101,Brent future (baseline)
51,MARKET,2010-07-23,1.00000,,,,0.61176,0.47653,0.74699,101,Brent future (baseline)
52,MARKET,2010-07-30,1.00000,,,,0.61136,0.47672,0.74601,101,Brent future (baseline)
53,MARKET,2010-08-06,1.00000,,,,0.62369,0.48769,0.75969,101,Brent future (baseline)
54,MARKET,2010-08-13,1.00000,,,,0.62440,0.48989,0.75892,101,Brent future (baseline)
55,MARKET,2010-08-20,1.00000,,,,0.62340,0.48955,0.75724,101,Brent future (baseline)
56,MARKET,2010-08-27,1.00000,,,,0.62066,0.48758,0.75373,101,Brent future (baseline)
57,MARKET,2010-09-03,1.00000,,,,0.60708,0.46699,0.74716,101,Brent future (baseline)
58,MARKET,2010-09-10,1.00000,,,,0.61104,0.47014,0.75193,101,Brent future (baseline)
59,MARKET,2010-09-17,1.00000,,,,0.61372,0.47115,0.75629,101,Brent future (baseline)
60,MARKET,2010-09-24,1.00000,,,,0.62593,0.47200,0.77986,101,Brent future (baseline)
61,MARKET,2010-10-01,1.00000,,,,0.62187,0.46164,0.78209,101,Brent future (baseline)
62,MARKET,2010-10-08,1.00000,,,,0.55427,0.44113,0.66741,101,Brent future (baseline)
63,MARKET,2010-10-15,1.00000,,,,0.55042,0.43498,0.66587,101,Brent future (baseline)
64,MARKET,2010-10-22,1.00000,,,,0.54492,0.42440,0.66543,101,Brent future (baseline)
65,MARKET,2010-10-29,1.00000,,,,0.53517,0.41504,0.65529,101,Brent future (baseline)
66,MARKET,2010-11-05,1.00000,,,,0.57038,0.42513,0.71564,101,Brent future (baseline)
67,MARKET,2010-11-12,1.00000,,,,0.55592,0.42535,0.68649,101,Brent future (baseline)
68,MARKET,2010-11-19,1.00000,,,,0.51427,0.41984,0.60870,101,Brent future (baseline)
69,MARKET,2010-11-26,1.00000,,,,0.48313,0.39179,0.57446,101,Brent future (baseline)
70,MARKET,2010-12-03,1.00000,,,,0.49611,0.37420,0.61803,101,Brent future (baseline)
71,MARKET,2010-12-10,1.00000,,,,0.48957,0.35484,0.62431,101,Brent future (baseline)
72,MARKET,2010-12-17,1.00000,,,,0.50843,0.37870,0.63816,101,Brent future (baseline)
73,MARKET,2010-12-24,1.00000,,,,0.52487,0.39098,0.65876,101,Brent future (baseline)
74,MARKET,2010-12-31,1.00000,,,,0.50175,0.34740,0.65611,101,Brent future (baseline)
75,MARKET,2011-01-07,1.00000,,,,0.50680,0.35350,0.66009,101,Brent future (baseline)
76,MARKET,2011-01-14,1.00000,,,,0.51898,0.37760,0.66036,101,Brent future (baseline)
77,MARKET,2011-01-21,1.00000,,,,0.53138,0.39402,0.66875,101,Brent future (baseline)
78,MARKET,2011-01-28,1.00000,,,,0.54651,0.40774,0.68528,101,Brent future (baseline)
79,MARKET,2011-02-04,1.00000,,,,0.54609,0.40766,0.68453,101,Brent future (baseline)
80,MARKET,2011-02-11,1.00000,,,,0.54593,0.40740,0.68446,101,Brent future (baseline)
81,MARKET,2011-02-18,1.00000,,,,0.51393,0.37111,0.65675,101,Brent future (baseline)
82,MARKET,2011-02-25,1.00000,,,,0.51117,0.36225,0.66009,101,Brent future (baseline)
83,MARKET,2011-03-04,1.00000,,,,0.49624,0.34398,0.64849,101,Brent future (baseline)
84,MARKET,2011-03-11,1.00000,,,,0.50443,0.35704,0.65181,101,Brent future (baseline)
85,MARKET,2011-03-18,1.00000,,,,0.50755,0.35139,0.66371,101,Brent future (baseline)
86,MARKET,2011-03-25,1.00000,,,,0.50659,0.35098,0.66221,101,Brent future (baseline)
87,MARKET,2011-04-01,1.00000,,,,0.50756,0.35166,0.66346,101,Brent future (baseline)
88,MARKET,2011-04-08,1.00000,,,,0.48670,0.32861,0.64480,101,Brent future (baseline)
89,MARKET,2011-04-15,1.00000,,,,0.49085,0.33623,0.64546,101,Brent future (baseline)
90,MARKET,2011-04-22,1.00000,,,,0.49105,0.33719,0.64491,102,Brent future (baseline)
91,MARKET,2011-04-29,1.00000,,,,0.49290,0.33978,0.64602,103,Brent future (baseline)
92,MARKET,2011-05-06,1.00000,,,,0.45940,0.30914,0.60966,104,Brent future (baseline)
93,MARKET,2011-05-13,1.00000,,,,0.45530,0.30188,0.60872,104,Brent future (baseline)
94,MARKET,2011-05-20,1.00000,,,,0.45668,0.29917,0.61419,104,Brent future (baseline)
95,MARKET,2011-05-27,1.00000,,,,0.46052,0.29872,0.62232,104,Brent future (baseline)
96,MARKET,2011-06-03,1.00000,,,,0.45995,0.29724,0.62267,104,Brent future (baseline)
97,MARKET,2011-06-10,1.00000,,,,0.45449,0.29117,0.61780,104,Brent future (baseline)
98,MARKET,2011-06-17,1.00000,,,,0.44778,0.28829,0.60728,104,Brent future (baseline)
99,MARKET,2011-06-24,1.00000,,,,0.44294,0.28832,0.59756,104,Brent future (baseline)
100,MARKET,2011-07-01,1.00000,,,,0.45549,0.29967,0.61131,104,Brent future (baseline)
101,MARKET,2011-07-08,1.00000,,,,0.42531,0.27624,0.57437,104,Brent future (baseline)
102,MARKET,2011-07-15,1.00000,,,,0.40942,0.26339,0.55545,104,Brent future (baseline)
103,MARKET,2011-07-22,1.00000,,,,0.40355,0.25472,0.55239,104,Brent future (baseline)
104,MARKET,2011-07-29,1.00000,,,,0.40614,0.25783,0.55445,104,Brent future (baseline)
105,MARKET,2011-08-05,1.00000,,,,0.45032,0.28110,0.61954,104,Brent future (baseline)
106,MARKET,2011-08-12,1.00000,,,,0.44958,0.28061,0.61856,104,Brent future (baseline)
107,MARKET,2011-08-19,1.00000,,,,0.44806,0.28005,0.61608,104,Brent future (baseline)
108,MARKET,2011-08-26,1.00000,,,,0.45177,0.28228,0.62125,104,Brent future (baseline)
109,MARKET,2011-09-02,1.00000,,,,0.46004,0.28172,0.63836,104,Brent future (baseline)
110,MARKET,2011-09-09,1.00000,,,,0.45857,0.28117,0.63597,104,Brent future (baseline)
111,MARKET,2011-09-16,1.00000,,,,0.44936,0.26853,0.63018,104,Brent future (baseline)
112,MARKET,2011-09-23,1.00000,,,,0.48507,0.30195,0.66820,104,Brent future (baseline)
113,MARKET,2011-09-30,1.00000,,,,0.49369,0.31082,0.67655,104,Brent future (baseline)
114,MARKET,2011-10-07,1.00000,,,,0.47892,0.29691,0.66093,104,Brent future (baseline)
115,MARKET,2011-10-14,1.00000,,,,0.51546,0.32778,0.70315,104,Brent future (baseline)
116,MARKET,2011-10-21,1.00000,,,,0.50374,0.32086,0.68663,104,Brent future (baseline)
117,MARKET,2011-10-28,1.00000,,,,0.49922,0.31246,0.68598,104,Brent future (baseline)
118,MARKET,2011-11-04,1.00000,,,,0.49612,0.30978,0.68247,104,Brent future (baseline)
119,MARKET,2011-11-11,1.00000,,,,0.49839,0.31276,0.68403,104,Brent future (baseline)
120,MARKET,2011-11-18,1.00000,,,,0.50108,0.32051,0.68164,104,Brent future (baseline)
121,MARKET,2011-11-25,1.00000,,,,0.50682,0.32691,0.68674,104,Brent future (baseline)
122,MARKET,2011-12-02,1.00000,,,,0.51828,0.33509,0.70148,104,Brent future (baseline)
123,MARKET,2011-12-09,1.00000,,,,0.54513,0.36097,0.72928,104,Brent future (baseline)
124,MARKET,2011-12-16,1.00000,,,,0.54590,0.36482,0.72699,104,Brent future (baseline)
125,MARKET,2011-12-23,1.00000,,,,0.55074,0.36917,0.73231,104,Brent future (baseline)
126,MARKET,2011-12-30,1.00000,,,,0.55281,0.37025,0.73536,104,Brent future (baseline)
127,MARKET,2012-01-06,1.00000,,,,0.54847,0.36736,0.72959,104,Brent future (baseline)
128,MARKET,2012-01-13,1.00000,,,,0.55076,0.36640,0.73513,104,Brent future (baseline)
129,MARKET,2012-01-20,1.00000,,,,0.54083,0.35144,0.73023,104,Brent future (baseline)
130,MARKET,2012-01-27,1.00000,,,,0.54644,0.35717,0.73571,104,Brent future (baseline)
131,MARKET,2012-02-03,1.00000,,,,0.54613,0.35536,0.73691,104,Brent future (baseline)
132,MARKET,2012-02-10,1.00000,,,,0.55957,0.36617,0.75297,104,Brent future (baseline)
133,MARKET,2012-02-17,1.00000,,,,0.55859,0.36057,0.75661,104,Brent future (baseline)
134,MARKET,2012-02-24,1.00000,,,,0.55349,0.35782,0.74916,104,Brent future (baseline)
135,MARKET,2012-03-02,1.00000,,,,0.54575,0.35123,0.74027,104,Brent future (baseline)
136,MARKET,2012-03-09,1.00000,,,,0.54494,0.35069,0.73920,104,Brent future (baseline)
137,MARKET,2012-03-16,1.00000,,,,0.54404,0.34941,0.73866,104,Brent future (baseline)
138,MARKET,2012-03-23,1.00000,,,,0.54639,0.35204,0.74073,104,Brent future (baseline)
139,MARKET,2012-03-30,1.00000,,,,0.54785,0.35234,0.74336,104,Brent future (baseline)
140,MARKET,2012-04-06,1.00000,,,,0.54616,0.35103,0.74130,104,Brent future (baseline)
141,MARKET,2012-04-13,1.00000,,,,0.54786,0.35255,0.74318,104,Brent future (baseline)
142,MARKET,2012-04-20,1.00000,,,,0.54143,0.34741,0.73545,104,Brent future (baseline)
143,MARKET,2012-04-27,1.00000,,,,0.54110,0.34691,0.73529,104,Brent future (baseline)
144,MARKET,2012-05-04,1.00000,,,,0.50408,0.31441,0.69375,104,Brent future (baseline)
145,MARKET,2012-05-11,1.00000,,,,0.51084,0.31891,0.70277,104,Brent future (baseline)
146,MARKET,2012-05-18,1.00000,,,,0.50235,0.31014,0.69455,104,Brent future (baseline)
147,MARKET,2012-05-25,1.00000,,,,0.49908,0.30663,0.69152,104,Brent future (baseline)
148,MARKET,2012-06-01,1.00000,,,,0.49827,0.31502,0.68152,104,Brent future (baseline)
149,MARKET,2012-06-08,1.00000,,,,0.49899,0.31476,0.68322,104,Brent future (baseline)
150,MARKET,2012-06-15,1.00000,,,,0.49787,0.31125,0.68450,104,Brent future (baseline)
151,MARKET,2012-06-22,1.00000,,,,0.48564,0.30565,0.66563,104,Brent future (baseline)
152,MARKET,2012-06-29,1.00000,,,,0.48415,0.30477,0.66353,104,Brent future (baseline)
153,MARKET,2012-07-06,1.00000,,,,0.47007,0.29405,0.64610,104,Brent future (baseline)
154,MARKET,2012-07-13,1.00000,,,,0.47140,0.29653,0.64627,104,Brent future (baseline)
155,MARKET,2012-07-20,1.00000,,,,0.46565,0.29385,0.63745,104,Brent future (baseline)
156,MARKET,2012-07-27,1.00000,,,,0.46549,0.29377,0.63722,104,Brent future (baseline)
157,MARKET,2012-08-03,1.00000,,,,0.45969,0.28971,0.62966,104,Brent future (baseline)
158,MARKET,2012-08-10,1.00000,,,,0.44926,0.27505,0.62347,104,Brent future (baseline)
159,MARKET,2012-08-17,1.00000,,,,0.44939,0.27444,0.62434,104,Brent future (baseline)
160,MARKET,2012-08-24,1.00000,,,,0.45527,0.27945,0.63109,104,Brent future (baseline)
161,MARKET,2012-08-31,1.00000,,,,0.45675,0.28116,0.63234,104,Brent future (baseline)
162,MARKET,2012-09-07,1.00000,,,,0.45542,0.27976,0.63109,104,Brent future (baseline)
163,MARKET,2012-09-14,1.00000,,,,0.45550,0.28018,0.63082,104,Brent future (baseline)
164,MARKET,2012-09-21,1.00000,,,,0.44104,0.26835,0.61374,104,Brent future (baseline)
165,MARKET,2012-09-28,1.00000,,,,0.44641,0.27043,0.62239,104,Brent future (baseline)
166,MARKET,2012-10-05,1.00000,,,,0.44522,0.26919,0.62126,104,Brent future (baseline)
167,MARKET,2012-10-12,1.00000,,,,0.44656,0.26974,0.62338,104,Brent future (baseline)
168,MARKET,2012-10-19,1.00000,,,,0.43981,0.26481,0.61481,104,Brent future (baseline)
169,MARKET,2012-10-26,1.00000,,,,0.44043,0.26580,0.61505,104,Brent future (baseline)
170,MARKET,2012-11-02,1.00000,,,,0.43256,0.25626,0.60886,104,Brent future (baseline)
171,MARKET,2012-11-09,1.00000,,,,0.42610,0.24881,0.60339,104,Brent future (baseline)
172,MARKET,2012-11-16,1.00000,,,,0.42522,0.24657,0.60386,104,Brent future (baseline)
173,MARKET,2012-11-23,1.00000,,,,0.42756,0.24818,0.60693,104,Brent future (baseline)
174,MARKET,2012-11-30,1.00000,,,,0.42338,0.24022,0.60654,104,Brent future (baseline)
175,MARKET,2012-12-07,1.00000,,,,0.41852,0.23744,0.59959,104,Brent future (baseline)
176,MARKET,2012-12-14,1.00000,,,,0.41746,0.23684,0.59809,104,Brent future (baseline)
177,MARKET,2012-12-21,1.00000,,,,0.41261,0.23187,0.59334,104,Brent future (baseline)
178,MARKET,2012-12-28,1.00000,,,,0.41213,0.23127,0.59298,104,Brent future (baseline)
179,MARKET,2013-01-04,1.00000,,,,0.41306,0.23196,0.59415,104,Brent future (baseline)
180,MARKET,2013-01-11,1.00000,,,,0.41681,0.23296,0.60066,104,Brent future (baseline)
181,MARKET,2013-01-18,1.00000,,,,0.41538,0.23122,0.59954,104,Brent future (baseline)
182,MARKET,2013-01-25,1.00000,,,,0.41575,0.23187,0.59964,104,Brent future (baseline)
183,MARKET,2013-02-01,1.00000,,,,0.41221,0.22947,0.59495,104,Brent future (baseline)
184,MARKET,2013-02-08,1.00000,,,,0.41178,0.22908,0.59448,104,Brent future (baseline)
185,MARKET,2013-02-15,1.00000,,,,0.41259,0.23015,0.59503,104,Brent future (baseline)
186,MARKET,2013-02-22,1.00000,,,,0.43439,0.24930,0.61949,104,Brent future (baseline)
187,MARKET,2013-03-01,1.00000,,,,0.43259,0.24763,0.61754,104,Brent future (baseline)
188,MARKET,2013-03-08,1.00000,,,,0.42869,0.24328,0.61409,104,Brent future (baseline)
189,MARKET,2013-03-15,1.00000,,,,0.42787,0.24287,0.61286,104,Brent future (baseline)
190,MARKET,2013-03-22,1.00000,,,,0.42642,0.24177,0.61107,104,Brent future (baseline)
191,MARKET,2013-03-29,1.00000,,,,0.42405,0.23910,0.60900,104,Brent future (baseline)
192,MARKET,2013-04-05,1.00000,,,,0.43746,0.25387,0.62106,104,Brent future (baseline)
193,MARKET,2013-04-12,1.00000,,,,0.43222,0.24677,0.61766,104,Brent future (baseline)
194,MARKET,2013-04-19,1.00000,,,,0.43079,0.24661,0.61498,104,Brent future (baseline)
195,MARKET,2013-04-26,1.00000,,,,0.43114,0.24395,0.61833,104,Brent future (baseline)
196,MARKET,2013-05-03,1.00000,,,,0.47744,0.28498,0.66990,104,Brent future (baseline)
197,MARKET,2013-05-10,1.00000,,,,0.48556,0.29250,0.67862,104,Brent future (baseline)
198,MARKET,2013-05-17,1.00000,,,,0.48613,0.29275,0.67951,104,Brent future (baseline)
199,MARKET,2013-05-24,1.00000,,,,0.48993,0.29730,0.68256,104,Brent future (baseline)
200,MARKET,2013-05-31,1.00000,,,,0.48714,0.29536,0.67892,104,Brent future (baseline)
201,MARKET,2013-06-07,1.00000,,,,0.48119,0.28827,0.67412,104,Brent future (baseline)
202,MARKET,2013-06-14,1.00000,,,,0.48036,0.28244,0.67829,104,Brent future (baseline)
203,MARKET,2013-06-21,1.00000,,,,0.48645,0.27955,0.69335,104,Brent future (baseline)
204,MARKET,2013-06-28,1.00000,,,,0.46789,0.24978,0.68601,104,Brent future (baseline)
205,MARKET,2013-07-05,1.00000,,,,0.48765,0.26694,0.70835,104,Brent future (baseline)
206,MARKET,2013-07-12,1.00000,,,,0.48905,0.26849,0.70960,104,Brent future (baseline)
207,MARKET,2013-07-19,1.00000,,,,0.48613,0.26745,0.70480,104,Brent future (baseline)
208,MARKET,2013-07-26,1.00000,,,,0.48339,0.26688,0.69989,104,Brent future (baseline)
209,MARKET,2013-08-02,1.00000,,,,0.40334,0.22998,0.57670,104,Brent future (baseline)
210,MARKET,2013-08-09,1.00000,,,,0.40330,0.22969,0.57690,104,Brent future (baseline)
211,MARKET,2013-08-16,1.00000,,,,0.40322,0.23012,0.57632,104,Brent future (baseline)
212,MARKET,2013-08-23,1.00000,,,,0.39932,0.22555,0.57310,104,Brent future (baseline)
213,MARKET,2013-08-30,1.00000,,,,0.39091,0.21708,0.56474,104,Brent future (baseline)
214,MARKET,2013-09-06,1.00000,,,,0.39286,0.21878,0.56694,104,Brent future (baseline)
215,MARKET,2013-09-13,1.00000,,,,0.38909,0.21432,0.56387,104,Brent future (baseline)
216,MARKET,2013-09-20,1.00000,,,,0.33648,0.17004,0.50292,104,Brent future (baseline)
217,MARKET,2013-09-27,1.00000,,,,0.33889,0.17262,0.50516,104,Brent future (baseline)
218,MARKET,2013-10-04,1.00000,,,,0.34823,0.17813,0.51834,104,Brent future (baseline)
219,MARKET,2013-10-11,1.00000,,,,0.30392,0.11784,0.49001,104,Brent future (baseline)
220,MARKET,2013-10-18,1.00000,,,,0.31998,0.13557,0.50439,104,Brent future (baseline)
221,MARKET,2013-10-25,1.00000,,,,0.29405,0.09990,0.48820,104,Brent future (baseline)
222,MARKET,2013-11-01,1.00000,,,,0.30254,0.10705,0.49803,104,Brent future (baseline)
223,MARKET,2013-11-08,1.00000,,,,0.30228,0.10567,0.49889,104,Brent future (baseline)
224,MARKET,2013-11-15,1.00000,,,,0.28424,0.09006,0.47842,104,Brent future (baseline)
225,MARKET,2013-11-22,1.00000,,,,0.26829,0.07839,0.45819,104,Brent future (baseline)
226,MARKET,2013-11-29,1.00000,,,,0.23888,0.05930,0.41845,104,Brent future (baseline)
227,MARKET,2013-12-06,1.00000,,,,0.23105,0.05003,0.41206,104,Brent future (baseline)
228,MARKET,2013-12-13,1.00000,,,,0.21841,0.03748,0.39934,104,Brent future (baseline)
229,MARKET,2013-12-20,1.00000,,,,0.20258,0.01923,0.38593,104,Brent future (baseline)
230,MARKET,2013-12-27,1.00000,,,,0.20341,0.01993,0.38689,104,Brent future (baseline)
231,MARKET,2014-01-03,1.00000,,,,0.19617,0.00984,0.38249,104,Brent future (baseline)
232,MARKET,2014-01-10,1.00000,,,,0.20232,0.01643,0.38822,104,Brent future (baseline)
233,MARKET,2014-01-17,1.00000,,,,0.20298,0.01716,0.38879,104,Brent future (baseline)
234,MARKET,2014-01-24,1.00000,,,,0.19915,0.01229,0.38601,104,Brent future (baseline)
235,MARKET,2014-01-31,1.00000,,,,0.19537,0.00767,0.38307,104,Brent future (baseline)
236,MARKET,2014-02-07,1.00000,,,,0.19935,0.01289,0.38581,104,Brent future (baseline)
237,MARKET,2014-02-14,1.00000,,,,0.19835,0.01074,0.38597,104,Brent future (baseline)
238,MARKET,2014-02-21,1.00000,,,,0.19960,0.00586,0.39334,104,Brent future (baseline)
239,MARKET,2014-02-28,1.00000,,,,0.19948,0.00531,0.39365,104,Brent future (baseline)
240,MARKET,2014-03-07,1.00000,,,,0.20399,0.00981,0.39817,104,Brent future (baseline)
241,MARKET,2014-03-14,1.00000,,,,0.20519,0.01212,0.39826,104,Brent future (baseline)
242,MARKET,2014-03-21,1.00000,,,,0.19861,0.00339,0.39384,104,Brent future (baseline)
243,MARKET,2014-03-28,1.00000,,,,0.19956,0.00423,0.39488,104,Brent future (baseline)
244,MARKET,2014-04-04,1.00000,,,,0.19874,0.00328,0.39421,104,Brent future (baseline)
245,MARKET,2014-04-11,1.00000,,,,0.19368,-0.00313,0.39049,104,Brent future (baseline)
246,MARKET,2014-04-18,1.00000,,,,0.20220,0.00596,0.39844,104,Brent future (baseline)
247,MARKET,2014-04-25,1.00000,,,,0.20586,0.00964,0.40208,104,Brent future (baseline)
248,MARKET,2014-05-02,1.00000,,,,0.19368,-0.01023,0.39758,104,Brent future (baseline)
249,MARKET,2014-05-09,1.00000,,,,0.19126,-0.01226,0.39479,104,Brent future (baseline)
250,MARKET,2014-05-16,1.00000,,,,0.15580,-0.03447,0.34607,104,Brent future (baseline)
251,MARKET,2014-05-23,1.00000,,,,0.15629,-0.03407,0.34665,104,Brent future (baseline)
252,MARKET,2014-05-30,1.00000,,,,0.11386,-0.07618,0.30390,104,Brent future (baseline)
253,MARKET,2014-06-06,1.00000,,,,0.10701,-0.08298,0.29700,104,Brent future (baseline)
254,MARKET,2014-06-13,1.00000,,,,0.10530,-0.08261,0.29321,104,Brent future (baseline)
255,MARKET,2014-06-20,1.00000,,,,0.09327,-0.09731,0.28386,104,Brent future (baseline)
256,MARKET,2014-06-27,1.00000,,,,0.03766,-0.11520,0.19053,104,Brent future (baseline)
257,MARKET,2014-07-04,1.00000,,,,0.03149,-0.11995,0.18293,104,Brent future (baseline)
258,MARKET,2014-07-11,1.00000,,,,0.04448,-0.11087,0.19982,104,Brent future (baseline)
259,MARKET,2014-07-18,1.00000,,,,0.03524,-0.12500,0.19548,104,Brent future (baseline)
260,MARKET,2014-07-25,1.00000,,,,0.03672,-0.12381,0.19726,104,Brent future (baseline)
261,MARKET,2014-08-01,1.00000,,,,0.05632,-0.11203,0.22467,104,Brent future (baseline)
262,MARKET,2014-08-08,1.00000,,,,0.05449,-0.11748,0.22646,104,Brent future (baseline)
263,MARKET,2014-08-15,1.00000,,,,0.03932,-0.12848,0.20712,104,Brent future (baseline)
264,MARKET,2014-08-22,1.00000,,,,0.03978,-0.12811,0.20767,104,Brent future (baseline)
265,MARKET,2014-08-29,1.00000,,,,0.03958,-0.12837,0.20753,104,Brent future (baseline)
266,MARKET,2014-09-05,1.00000,,,,0.03703,-0.12942,0.20349,104,Brent future (baseline)
267,MARKET,2014-09-12,1.00000,,,,0.03886,-0.12573,0.20344,104,Brent future (baseline)
268,MARKET,2014-09-19,1.00000,,,,0.05602,-0.10794,0.21997,104,Brent future (baseline)
269,MARKET,2014-09-26,1.00000,,,,0.06686,-0.09581,0.22954,104,Brent future (baseline)
270,MARKET,2014-10-03,1.00000,,,,0.10343,-0.06861,0.27546,104,Brent future (baseline)
271,MARKET,2014-10-10,1.00000,,,,0.13771,-0.05103,0.32645,104,Brent future (baseline)
272,MARKET,2014-10-17,1.00000,,,,0.13300,-0.03753,0.30354,104,Brent future (baseline)
273,MARKET,2014-10-24,1.00000,,,,0.14447,-0.03265,0.32158,104,Brent future (baseline)
274,MARKET,2014-10-31,1.00000,,,,0.15090,-0.02684,0.32864,104,Brent future (baseline)
275,MARKET,2014-11-07,1.00000,,,,0.16672,-0.00490,0.33833,104,Brent future (baseline)
276,MARKET,2014-11-14,1.00000,,,,0.14184,-0.02934,0.31303,104,Brent future (baseline)
277,MARKET,2014-11-21,1.00000,,,,0.14160,-0.02413,0.30734,104,Brent future (baseline)
278,MARKET,2014-11-28,1.00000,,,,0.23679,0.07362,0.39997,104,Brent future (baseline)
279,MARKET,2014-12-05,1.00000,,,,0.23905,0.07474,0.40335,104,Brent future (baseline)
280,MARKET,2014-12-12,1.00000,,,,0.26235,0.10550,0.41919,104,Brent future (baseline)
281,MARKET,2014-12-19,1.00000,,,,0.26062,0.10189,0.41935,104,Brent future (baseline)
